longitude,latitude,date,sea,station,dataset
119.94,37.75,2019-06-16,渤海,119.94_37.75,water_toxin
120.31,37.95,2019-06-16,渤海,120.31_37.95,water_toxin
122.25,36.5,2019-07-21,黄海,122.25_36.5,water_toxin
123.0,36.5,2019-07-21,黄海,123.0_36.5,water_toxin
122.99,37.0,2019-07-21,黄海,122.99_37.0,water_toxin
121.26,36.5,2019-07-22,黄海,121.26_36.5,water_toxin
121.51,36.5,2019-07-22,黄海,121.51_36.5,water_toxin
122.01,36.0,2019-07-23,黄海,122.01_36.0,water_toxin
123.0,36.0,2019-07-23,黄海,123.0_36.0,water_toxin
120.63,36.02,2019-07-23,黄海,120.63_36.02,water_toxin
120.99,36.0,2019-07-23,黄海,120.99_36.0,water_toxin
121.5,35.0,2019-07-24,黄海,121.5_35.0,water_toxin
123.0,35.0,2019-07-24,黄海,123.0_35.0,water_toxin
119.86,35.04,2019-07-25,边界过渡区,119.86_35.04,water_toxin
120.49,35.0,2019-07-25,黄海,120.49_35.0,water_toxin
120.75,34.0,2019-07-26,黄海,120.75_34.0,water_toxin
120.99,34.0,2019-07-26,黄海,120.99_34.0,water_toxin
122.0,34.0,2019-07-26,黄海,122.0_34.0,water_toxin
122.99,32.99,2019-07-27,黄海,122.99_32.99,water_toxin
123.0,34.0,2019-07-27,黄海,123.0_34.0,water_toxin
121.75,33.0,2019-07-28,黄海,121.75_33.0,water_toxin
122.5,32.99,2019-07-28,黄海,122.5_32.99,water_toxin
121.5,36.5517,2020-11-07,黄海,121.5_36.5517,water_toxin
122.005,36.5483,2020-11-07,黄海,122.005_36.5483,water_toxin
122.9933,36.9967,2020-11-08,黄海,122.9933_36.9967,water_toxin
123.0667,37.4833,2020-11-08,黄海,123.0667_37.4833,water_toxin
123.3,36.9833,2020-11-08,黄海,123.3_36.9833,water_toxin
122.0,37.7,2020-11-09,黄海,122.0_37.7,water_toxin
122.9833,38.0,2020-11-09,黄海,122.9833_38.0,water_toxin
122.9833,38.4833,2020-11-09,黄海,122.9833_38.4833,water_toxin
122.4617,37.9883,2020-11-09,黄海,122.4617_37.9883,water_toxin
120.5,38.5,2020-11-10,渤海,120.5_38.5,water_toxin
121.05,38.55,2020-11-10,边界过渡区,121.05_38.55,water_toxin
122.5083,38.5133,2020-11-10,黄海,122.5083_38.5133,water_toxin
122.5,38.9967,2020-11-10,黄海,122.5_38.9967,water_toxin
122.0,38.5,2020-11-10,黄海,122.0_38.5,water_toxin
121.5,38.5,2020-11-10,边界过渡区,121.5_38.5,water_toxin
121.5,39.25,2020-11-11,渤海,121.5_39.25,water_toxin
121.0,39.4983,2020-11-11,渤海,121.0_39.4983,water_toxin
122.0,39.015,2020-11-11,黄海,122.0_39.015,water_toxin
120.4833,39.0,2020-11-11,渤海,120.4833_39.0,water_toxin
120.9667,39.0,2020-11-11,渤海,120.9667_39.0,water_toxin
120.5017,39.495,2020-11-11,渤海,120.5017_39.495,water_toxin
118.995,38.5017,2020-11-12,渤海,118.995_38.5017,water_toxin
119.5,38.9967,2020-11-12,渤海,119.5_38.9967,water_toxin
119.005,39.01,2020-11-12,渤海,119.005_39.01,water_toxin
118.7517,38.7267,2020-11-12,渤海,118.7517_38.7267,water_toxin
119.5,38.5017,2020-11-12,渤海,119.5_38.5017,water_toxin
120.0033,38.4933,2020-11-12,渤海,120.0033_38.4933,water_toxin
119.035,38.425,2020-11-12,渤海,119.035_38.425,water_toxin
119.275,38.2583,2020-11-13,渤海,119.275_38.2583,water_toxin
119.9983,38.0,2020-11-13,渤海,119.9983_38.0,water_toxin
119.5633,37.695,2020-11-13,渤海,119.5633_37.695,water_toxin
119.4983,38.0017,2020-11-13,渤海,119.4983_38.0017,water_toxin
118.9367,38.3333,2020-11-13,渤海,118.9367_38.3333,water_toxin
121.0183,37.93,2020-11-14,边界过渡区,121.0183_37.93,water_toxin
120.6933,38.2483,2020-11-14,边界过渡区,120.6933_38.2483,water_toxin
121.495,37.9983,2020-11-14,边界过渡区,121.495_37.9983,water_toxin
121.9933,37.9983,2020-11-14,黄海,121.9933_37.9983,water_toxin
122.4983,37.7017,2020-11-14,黄海,122.4983_37.7017,water_toxin
120.5017,38.0183,2020-11-14,边界过渡区,120.5017_38.0183,water_toxin
122.57,36.555,2020-11-15,黄海,122.57_36.555,water_toxin
119.75,25.4,2019-05-26,东海,119.75_25.4,plankton_toxin
119.75,25.4,2019-05-27,东海,119.75_25.4,plankton_toxin
119.72,25.63,2019-05-27,东海,119.72_25.63,plankton_toxin
121.11,38.24,2019-06-10,边界过渡区,121.11_38.24,plankton_toxin
121.24,38.5,2019-06-10,边界过渡区,121.24_38.5,plankton_toxin
120.97,37.91,2019-06-10,边界过渡区,120.97_37.91,plankton_toxin
112.3983,21.64,2019-06-11,南海,112.3983_21.64,plankton_toxin
112.4489,21.5533,2019-06-11,南海,112.4489_21.5533,plankton_toxin
112.4803,21.44,2019-06-11,南海,112.4803_21.44,plankton_toxin
112.5217,21.3306,2019-06-11,南海,112.5217_21.3306,plankton_toxin
112.5511,21.2503,2019-06-11,南海,112.5511_21.2503,plankton_toxin
122.5,32.5,2019-06-11,黄海,122.5_32.5,plankton_toxin
122.5,32.0,2019-06-11,黄海,122.5_32.0,plankton_toxin
120.83,39.21,2019-06-11,渤海,120.83_39.21,plankton_toxin
121.44,40.41,2019-06-11,渤海,121.44_40.41,plankton_toxin
120.95,39.97,2019-06-11,渤海,120.95_39.97,plankton_toxin
113.2031,21.5931,2019-06-12,南海,113.2031_21.5931,plankton_toxin
112.5875,21.1536,2019-06-12,南海,112.5875_21.1536,plankton_toxin
112.6197,21.0611,2019-06-12,南海,112.6197_21.0611,plankton_toxin
113.3481,21.2042,2019-06-12,南海,113.3481_21.2042,plankton_toxin
113.2881,21.3219,2019-06-12,南海,113.2881_21.3219,plankton_toxin
113.2739,21.3981,2019-06-12,南海,113.2739_21.3981,plankton_toxin
113.2361,21.5028,2019-06-12,南海,113.2361_21.5028,plankton_toxin
113.1514,21.7297,2019-06-12,南海,113.1514_21.7297,plankton_toxin
122.5,31.5,2019-06-12,东海,122.5_31.5,plankton_toxin
122.5,31.0,2019-06-12,东海,122.5_31.0,plankton_toxin
122.5,30.5,2019-06-12,东海,122.5_30.5,plankton_toxin
122.5,30.0,2019-06-12,东海,122.5_30.0,plankton_toxin
120.12,39.85,2019-06-12,渤海,120.12_39.85,plankton_toxin
120.47,39.54,2019-06-12,渤海,120.47_39.54,plankton_toxin
113.8986,21.5392,2019-06-13,南海,113.8986_21.5392,plankton_toxin
113.1097,21.8344,2019-06-13,南海,113.1097_21.8344,plankton_toxin
113.7092,22.0639,2019-06-13,南海,113.7092_22.0639,plankton_toxin
113.7222,21.9886,2019-06-13,南海,113.7222_21.9886,plankton_toxin
113.7592,21.8869,2019-06-13,南海,113.7592_21.8869,plankton_toxin
113.7986,21.8133,2019-06-13,南海,113.7986_21.8133,plankton_toxin
113.8297,21.72,2019-06-13,南海,113.8297_21.72,plankton_toxin
113.8633,21.6311,2019-06-13,南海,113.8633_21.6311,plankton_toxin
113.9272,21.4494,2019-06-13,南海,113.9272_21.4494,plankton_toxin
122.0637,31.0651,2019-06-13,东海,122.0637_31.0651,plankton_toxin
122.4509,30.8376,2019-06-13,东海,122.4509_30.8376,plankton_toxin
122.7999,30.5919,2019-06-13,东海,122.7999_30.5919,plankton_toxin
120.24,39.31,2019-06-13,渤海,120.24_39.31,plankton_toxin
118.95,39.08,2019-06-14,渤海,118.95_39.08,plankton_toxin
114.5344,21.7947,2019-06-14,南海,114.5344_21.7947,plankton_toxin
114.4889,21.8786,2019-06-14,南海,114.4889_21.8786,plankton_toxin
114.625,21.6367,2019-06-14,南海,114.625_21.6367,plankton_toxin
114.5764,21.7186,2019-06-14,南海,114.5764_21.7186,plankton_toxin
114.4097,22.0419,2019-06-14,南海,114.4097_22.0419,plankton_toxin
114.4397,21.9608,2019-06-14,南海,114.4397_21.9608,plankton_toxin
113.9581,21.3633,2019-06-14,南海,113.9581_21.3633,plankton_toxin
114.6736,21.5528,2019-06-14,南海,114.6736_21.5528,plankton_toxin
118.96,38.55,2019-06-14,渤海,118.96_38.55,plankton_toxin
119.04,38.23,2019-06-14,渤海,119.04_38.23,plankton_toxin
119.77,38.89,2019-06-14,渤海,119.77_38.89,plankton_toxin
119.54,37.57,2019-06-15,渤海,119.54_37.57,plankton_toxin
114.3458,22.0794,2019-06-15,南海,114.3458_22.0794,plankton_toxin
119.94,37.75,2019-06-16,渤海,119.94_37.75,plankton_toxin
120.31,37.95,2019-06-16,渤海,120.31_37.95,plankton_toxin
122.338,29.5855,2019-06-16,东海,122.338_29.5855,plankton_toxin
122.6133,29.5167,2019-06-16,东海,122.6133_29.5167,plankton_toxin
122.9833,29.4276,2019-06-16,东海,122.9833_29.4276,plankton_toxin
123.5083,29.2863,2019-06-16,东海,123.5083_29.2863,plankton_toxin
123.8,29.2,2019-06-17,东海,123.8_29.2,plankton_toxin
123.6,28.5,2019-06-17,东海,123.6_28.5,plankton_toxin
122.7417,28.8833,2019-06-17,东海,122.7417_28.8833,plankton_toxin
123.0667,28.7775,2019-06-17,东海,123.0667_28.7775,plankton_toxin
122.1575,29.0553,2019-06-17,东海,122.1575_29.0553,plankton_toxin
122.3917,28.9833,2019-06-17,东海,122.3917_28.9833,plankton_toxin
123.0,30.5,2019-06-21,东海,123.0_30.5,plankton_toxin
123.0,30.0,2019-06-21,东海,123.0_30.0,plankton_toxin
123.0,32.5,2019-06-22,黄海,123.0_32.5,plankton_toxin
123.0,32.0,2019-06-22,黄海,123.0_32.0,plankton_toxin
123.0,31.5,2019-06-22,东海,123.0_31.5,plankton_toxin
123.0,31.0,2019-06-22,东海,123.0_31.0,plankton_toxin
122.99,37.0,2019-07-21,黄海,122.99_37.0,plankton_toxin
122.25,36.5,2019-07-21,黄海,122.25_36.5,plankton_toxin
123.0,36.5,2019-07-21,黄海,123.0_36.5,plankton_toxin
121.26,36.5,2019-07-22,黄海,121.26_36.5,plankton_toxin
121.51,36.5,2019-07-22,黄海,121.51_36.5,plankton_toxin
122.01,36.0,2019-07-23,黄海,122.01_36.0,plankton_toxin
120.63,36.02,2019-07-23,黄海,120.63_36.02,plankton_toxin
120.99,36.0,2019-07-23,黄海,120.99_36.0,plankton_toxin
123.0,36.0,2019-07-23,黄海,123.0_36.0,plankton_toxin
121.5,35.0,2019-07-24,黄海,121.5_35.0,plankton_toxin
123.0,35.0,2019-07-24,黄海,123.0_35.0,plankton_toxin
119.86,35.04,2019-07-25,边界过渡区,119.86_35.04,plankton_toxin
120.49,35.0,2019-07-25,黄海,120.49_35.0,plankton_toxin
120.75,34.0,2019-07-26,黄海,120.75_34.0,plankton_toxin
120.99,34.0,2019-07-26,黄海,120.99_34.0,plankton_toxin
122.0,34.0,2019-07-26,黄海,122.0_34.0,plankton_toxin
122.99,32.99,2019-07-27,黄海,122.99_32.99,plankton_toxin
123.0,34.0,2019-07-27,黄海,123.0_34.0,plankton_toxin
121.75,33.0,2019-07-28,黄海,121.75_33.0,plankton_toxin
122.5,32.99,2019-07-28,黄海,122.5_32.99,plankton_toxin
114.4394,21.9614,2019-10-26,南海,114.4394_21.9614,plankton_toxin
114.3422,22.0803,2019-10-26,南海,114.3422_22.0803,plankton_toxin
113.1919,21.6219,2019-10-27,南海,113.1919_21.6219,plankton_toxin
113.7644,21.8969,2019-10-27,南海,113.7644_21.8969,plankton_toxin
113.8278,21.7175,2019-10-27,南海,113.8278_21.7175,plankton_toxin
114.5442,21.7889,2019-10-27,南海,114.5442_21.7889,plankton_toxin
112.7478,21.5506,2019-10-28,南海,112.7478_21.5506,plankton_toxin
112.44,21.5314,2019-10-28,南海,112.44_21.5314,plankton_toxin
112.52,21.3203,2019-10-28,南海,112.52_21.3203,plankton_toxin
112.5975,21.1003,2019-10-28,南海,112.5975_21.1003,plankton_toxin
113.2747,21.4039,2019-10-28,南海,113.2747_21.4039,plankton_toxin
113.0175,21.6683,2019-10-28,南海,113.0175_21.6683,plankton_toxin
113.2422,21.8581,2019-10-29,南海,113.2422_21.8581,plankton_toxin
113.7244,22.0628,2019-10-29,南海,113.7244_22.0628,plankton_toxin
113.6964,21.9961,2019-10-29,南海,113.6964_21.9961,plankton_toxin
119.632,24.677,2020-04-25,边界过渡区,119.632_24.677,plankton_toxin
119.478,24.85,2020-04-25,边界过渡区,119.478_24.85,plankton_toxin
119.991,25.162,2020-04-26,东海,119.991_25.162,plankton_toxin
120.402,26.267,2020-04-27,东海,120.402_26.267,plankton_toxin
120.851,25.968,2020-04-27,东海,120.851_25.968,plankton_toxin
120.696,26.075,2020-04-28,东海,120.696_26.075,plankton_toxin
119.5327,24.6586,2020-04-30,边界过渡区,119.5327_24.6586,plankton_toxin
119.7542,25.2311,2020-05-01,东海,119.7542_25.2311,plankton_toxin
124.0,32.17,2020-05-18,黄海,124.0_32.17,plankton_toxin
123.0,31.84,2020-05-19,东海,123.0_31.84,plankton_toxin
123.1,30.0,2020-05-20,东海,123.1_30.0,plankton_toxin
123.9,30.0,2020-05-20,东海,123.9_30.0,plankton_toxin
123.65,29.17,2020-05-22,东海,123.65_29.17,plankton_toxin
123.09,29.47,2020-05-23,东海,123.09_29.47,plankton_toxin
122.58,28.47,2020-05-24,东海,122.58_28.47,plankton_toxin
123.18,28.16,2020-05-24,东海,123.18_28.16,plankton_toxin
122.7492,30.7308,2020-05-25,东海,122.7492_30.7308,plankton_toxin
122.7492,30.7305,2020-05-25,东海,122.7492_30.7305,plankton_toxin
122.7728,30.7094,2020-05-25,东海,122.7728_30.7094,plankton_toxin
122.8242,30.7103,2020-05-25,东海,122.8242_30.7103,plankton_toxin
119.7495,26.6216,2020-05-25,东海,119.7495_26.6216,plankton_toxin
119.8052,26.562,2020-05-25,东海,119.8052_26.562,plankton_toxin
121.9,27.63,2020-05-25,东海,121.9_27.63,plankton_toxin
122.43,27.28,2020-05-25,东海,122.43_27.28,plankton_toxin
119.9055,26.4207,2020-05-26,东海,119.9055_26.4207,plankton_toxin
119.8737,26.3704,2020-05-26,东海,119.8737_26.3704,plankton_toxin
121.23,26.82,2020-05-26,东海,121.23_26.82,plankton_toxin
117.7024,23.942,2020-05-27,边界过渡区,117.7024_23.942,plankton_toxin
117.3349,23.6051,2020-05-27,边界过渡区,117.3349_23.6051,plankton_toxin
121.82,26.45,2020-05-27,东海,121.82_26.45,plankton_toxin
117.5611,23.7438,2020-05-28,边界过渡区,117.5611_23.7438,plankton_toxin
117.5272,23.7634,2020-05-28,边界过渡区,117.5272_23.7634,plankton_toxin
111.1025,19.9994,2020-06-01,南海,111.1025_19.9994,plankton_toxin
112.0344,19.9981,2020-06-01,南海,112.0344_19.9981,plankton_toxin
111.2828,19.9992,2020-06-01,南海,111.2828_19.9992,plankton_toxin
111.4694,19.9997,2020-06-01,南海,111.4694_19.9997,plankton_toxin
111.6536,19.9994,2020-06-01,南海,111.6536_19.9994,plankton_toxin
111.8453,19.9994,2020-06-01,南海,111.8453_19.9994,plankton_toxin
110.8986,19.4067,2020-06-03,南海,110.8986_19.4067,plankton_toxin
111.0697,19.3039,2020-06-03,南海,111.0697_19.3039,plankton_toxin
111.2461,19.2022,2020-06-03,南海,111.2461_19.2022,plankton_toxin
111.4172,19.0997,2020-06-03,南海,111.4172_19.0997,plankton_toxin
111.5908,19.0006,2020-06-03,南海,111.5908_19.0006,plankton_toxin
111.3033,18.2981,2020-06-04,南海,111.3033_18.2981,plankton_toxin
111.1008,18.4972,2020-06-04,南海,111.1008_18.4972,plankton_toxin
110.9017,18.7019,2020-06-08,南海,110.9017_18.7019,plankton_toxin
110.6981,18.9061,2020-06-08,南海,110.6981_18.9061,plankton_toxin
110.2744,18.3747,2020-06-09,南海,110.2744_18.3747,plankton_toxin
110.4236,18.1281,2020-06-09,南海,110.4236_18.1281,plankton_toxin
110.5753,17.8733,2020-06-09,南海,110.5753_17.8733,plankton_toxin
110.7267,17.6208,2020-06-09,南海,110.7267_17.6208,plankton_toxin
112.3214,21.6147,2020-06-11,南海,112.3214_21.6147,plankton_toxin
112.4172,21.3733,2020-06-11,南海,112.4172_21.3733,plankton_toxin
112.5147,21.1289,2020-06-11,南海,112.5147_21.1289,plankton_toxin
112.6136,20.8819,2020-06-11,南海,112.6136_20.8819,plankton_toxin
112.7111,20.64,2020-06-11,南海,112.7111_20.64,plankton_toxin
112.9792,21.8197,2020-06-12,南海,112.9792_21.8197,plankton_toxin
113.0797,21.5836,2020-06-18,南海,113.0797_21.5836,plankton_toxin
113.1756,21.3372,2020-06-18,南海,113.1756_21.3372,plankton_toxin
113.2725,21.09,2020-06-18,南海,113.2725_21.09,plankton_toxin
113.3719,20.845,2020-06-19,南海,113.3719_20.845,plankton_toxin
113.645,22.0681,2020-06-19,南海,113.645_22.0681,plankton_toxin
113.7431,21.8247,2020-06-19,南海,113.7431_21.8247,plankton_toxin
113.8403,21.5747,2020-06-19,南海,113.8403_21.5747,plankton_toxin
114.3411,22.2233,2020-06-20,南海,114.3411_22.2233,plankton_toxin
114.4358,21.9825,2020-06-20,南海,114.4358_21.9825,plankton_toxin
113.9381,21.325,2020-06-20,南海,113.9381_21.325,plankton_toxin
114.0333,21.0667,2020-06-20,南海,114.0333_21.0667,plankton_toxin
114.9919,22.4747,2020-06-21,南海,114.9919_22.4747,plankton_toxin
114.5333,21.7333,2020-06-21,南海,114.5333_21.7333,plankton_toxin
114.6167,21.4833,2020-06-21,南海,114.6167_21.4833,plankton_toxin
114.7167,21.2333,2020-06-21,南海,114.7167_21.2333,plankton_toxin
115.0892,22.2433,2020-06-22,南海,115.0892_22.2433,plankton_toxin
115.1883,21.9961,2020-06-22,南海,115.1883_21.9961,plankton_toxin
115.2831,21.7556,2020-06-22,南海,115.2831_21.7556,plankton_toxin
115.3806,21.5122,2020-06-22,南海,115.3806_21.5122,plankton_toxin
115.8853,22.1586,2020-06-23,南海,115.8853_22.1586,plankton_toxin
115.6897,22.6494,2020-06-23,南海,115.6897_22.6494,plankton_toxin
115.7886,22.4028,2020-06-23,南海,115.7886_22.4028,plankton_toxin
115.9831,21.915,2020-06-23,南海,115.9831_21.915,plankton_toxin
116.0667,21.6667,2020-06-23,南海,116.0667_21.6667,plankton_toxin
116.45,22.6,2020-06-24,南海,116.45_22.6,plankton_toxin
116.6514,22.1125,2020-06-24,南海,116.6514_22.1125,plankton_toxin
116.5514,22.3589,2020-06-24,南海,116.5514_22.3589,plankton_toxin
116.35,22.8333,2020-06-24,南海,116.35_22.8333,plankton_toxin
117.4161,22.1056,2020-06-24,南海,117.4161_22.1056,plankton_toxin
116.7508,21.8642,2020-06-24,南海,116.7508_21.8642,plankton_toxin
117.3194,22.3567,2020-06-25,南海,117.3194_22.3567,plankton_toxin
117.2167,22.6,2020-06-25,南海,117.2167_22.6,plankton_toxin
117.1239,22.8467,2020-06-25,南海,117.1239_22.8467,plankton_toxin
117.0131,23.0878,2020-06-25,南海,117.0131_23.0878,plankton_toxin
114.6425,22.19,2020-06-26,南海,114.6425_22.19,plankton_toxin
114.7825,21.8444,2020-06-26,南海,114.7825_21.8444,plankton_toxin
114.9186,21.4975,2020-06-26,南海,114.9186_21.4975,plankton_toxin
115.0544,21.1497,2020-06-26,南海,115.0544_21.1497,plankton_toxin
115.1833,20.8,2020-06-27,南海,115.1833_20.8,plankton_toxin
113.9875,21.7933,2020-06-28,南海,113.9875_21.7933,plankton_toxin
114.5167,20.4167,2020-06-28,南海,114.5167_20.4167,plankton_toxin
114.3911,20.7825,2020-06-28,南海,114.3911_20.7825,plankton_toxin
114.2503,21.1233,2020-06-28,南海,114.2503_21.1233,plankton_toxin
114.1117,21.4769,2020-06-28,南海,114.1117_21.4769,plankton_toxin
113.2667,21.5,2020-06-29,南海,113.2667_21.5,plankton_toxin
113.4167,21.15,2020-06-29,南海,113.4167_21.15,plankton_toxin
113.5567,20.8078,2020-06-29,南海,113.5567_20.8078,plankton_toxin
113.6978,20.4575,2020-06-29,南海,113.6978_20.4575,plankton_toxin
113.8367,20.0444,2020-06-29,南海,113.8367_20.0444,plankton_toxin
123.021,30.071,2020-07-01,东海,123.021_30.071,plankton_toxin
112.0142,20.7106,2020-07-02,南海,112.0142_20.7106,plankton_toxin
111.8711,20.9375,2020-07-02,南海,111.8711_20.9375,plankton_toxin
111.5831,21.4017,2020-07-02,南海,111.5831_21.4017,plankton_toxin
111.5167,21.15,2020-07-02,南海,111.5167_21.15,plankton_toxin
123.861,30.494,2020-07-02,东海,123.861_30.494,plankton_toxin
123.259,30.64,2020-07-02,东海,123.259_30.64,plankton_toxin
123.991,29.837,2020-07-02,东海,123.991_29.837,plankton_toxin
111.3,20.5833,2020-07-03,南海,111.3_20.5833,plankton_toxin
111.1572,20.8286,2020-07-03,南海,111.1572_20.8286,plankton_toxin
111.0114,21.0631,2020-07-03,南海,111.0114_21.0631,plankton_toxin
110.8683,21.2964,2020-07-03,南海,110.8683_21.2964,plankton_toxin
122.492,31.302,2020-07-04,东海,122.492_31.302,plankton_toxin
122.744,31.233,2020-07-04,东海,122.744_31.233,plankton_toxin
123.245,31.072,2020-07-04,东海,123.245_31.072,plankton_toxin
116.0,18.67,2020-07-26,南海,116.0_18.67,plankton_toxin
115.0,18.67,2020-07-26,南海,115.0_18.67,plankton_toxin
114.0,18.67,2020-07-26,南海,114.0_18.67,plankton_toxin
113.0,18.67,2020-07-27,南海,113.0_18.67,plankton_toxin
112.7,19.07,2020-07-27,南海,112.7_19.07,plankton_toxin
112.4,19.48,2020-07-27,南海,112.4_19.48,plankton_toxin
111.57,18.92,2020-07-27,南海,111.57_18.92,plankton_toxin
113.0,17.67,2020-07-28,南海,113.0_17.67,plankton_toxin
114.0,17.67,2020-07-28,南海,114.0_17.67,plankton_toxin
112.19,18.09,2020-07-28,南海,112.19_18.09,plankton_toxin
115.0,17.67,2020-07-29,南海,115.0_17.67,plankton_toxin
116.0,17.67,2020-07-29,南海,116.0_17.67,plankton_toxin
116.0,16.67,2020-07-29,南海,116.0_16.67,plankton_toxin
115.0,16.67,2020-07-29,南海,115.0_16.67,plankton_toxin
114.0,16.67,2020-07-30,南海,114.0_16.67,plankton_toxin
113.0,16.67,2020-07-30,南海,113.0_16.67,plankton_toxin
112.0,16.67,2020-07-30,南海,112.0_16.67,plankton_toxin
110.81,18.29,2020-08-04,南海,110.81_18.29,plankton_toxin
111.41,17.48,2020-08-05,南海,111.41_17.48,plankton_toxin
115.0,15.67,2020-08-06,南海,115.0_15.67,plankton_toxin
116.0,15.67,2020-08-06,南海,116.0_15.67,plankton_toxin
113.0,15.67,2020-08-07,南海,113.0_15.67,plankton_toxin
113.6,15.67,2020-08-07,南海,113.6_15.67,plankton_toxin
111.67,16.08,2020-08-08,南海,111.67_16.08,plankton_toxin
112.0,15.67,2020-08-08,南海,112.0_15.67,plankton_toxin
110.32,17.95,2020-08-09,南海,110.32_17.95,plankton_toxin
110.998,17.04,2020-08-09,南海,110.998_17.04,plankton_toxin
117.5611,23.7438,2020-08-16,边界过渡区,117.5611_23.7438,plankton_toxin
117.5272,23.7634,2020-08-16,边界过渡区,117.5272_23.7634,plankton_toxin
117.7024,23.942,2020-08-17,边界过渡区,117.7024_23.942,plankton_toxin
117.3349,23.6051,2020-08-17,边界过渡区,117.3349_23.6051,plankton_toxin
122.7492,30.7308,2020-08-18,东海,122.7492_30.7308,plankton_toxin
122.7492,30.7305,2020-08-18,东海,122.7492_30.7305,plankton_toxin
122.7728,30.7094,2020-08-18,东海,122.7728_30.7094,plankton_toxin
122.8242,30.7103,2020-08-18,东海,122.8242_30.7103,plankton_toxin
119.7495,26.6216,2020-08-18,东海,119.7495_26.6216,plankton_toxin
119.8052,26.562,2020-08-18,东海,119.8052_26.562,plankton_toxin
119.9055,26.4207,2020-08-18,东海,119.9055_26.4207,plankton_toxin
119.8737,26.3704,2020-08-18,东海,119.8737_26.3704,plankton_toxin
109.9773,18.4097,2020-10-21,南海,109.9773_18.4097,plankton_toxin
110.0171,18.4246,2020-10-21,南海,110.0171_18.4246,plankton_toxin
109.9801,18.4246,2020-10-21,南海,109.9801_18.4246,plankton_toxin
109.9969,18.4163,2020-10-21,南海,109.9969_18.4163,plankton_toxin
109.543,20.997,2020-11-02,南海,109.543_20.997,plankton_toxin
108.8133,21.1028,2020-11-02,南海,108.8133_21.1028,plankton_toxin
108.291,21.07,2020-11-02,南海,108.291_21.07,plankton_toxin
117.7024,23.942,2020-11-02,边界过渡区,117.7024_23.942,plankton_toxin
117.3349,23.6051,2020-11-02,边界过渡区,117.3349_23.6051,plankton_toxin
117.5611,23.7438,2020-11-03,边界过渡区,117.5611_23.7438,plankton_toxin
117.5272,23.7634,2020-11-03,边界过渡区,117.5272_23.7634,plankton_toxin
119.7495,26.6216,2020-11-04,东海,119.7495_26.6216,plankton_toxin
119.8052,26.562,2020-11-04,东海,119.8052_26.562,plankton_toxin
119.9055,26.4207,2020-11-04,东海,119.9055_26.4207,plankton_toxin
119.8737,26.3704,2020-11-04,东海,119.8737_26.3704,plankton_toxin
109.5441,21.4187,2020-11-04,南海,109.5441_21.4187,plankton_toxin
109.0864,21.3806,2020-11-04,南海,109.0864_21.3806,plankton_toxin
108.7294,21.5243,2020-11-05,南海,108.7294_21.5243,plankton_toxin
108.4716,21.5031,2020-11-05,南海,108.4716_21.5031,plankton_toxin
108.2831,21.4609,2020-11-05,南海,108.2831_21.4609,plankton_toxin
122.7492,30.7308,2020-11-06,东海,122.7492_30.7308,plankton_toxin
122.7492,30.7305,2020-11-06,东海,122.7492_30.7305,plankton_toxin
122.8242,30.7103,2020-11-06,东海,122.8242_30.7103,plankton_toxin
108.1516,21.4878,2020-11-06,南海,108.1516_21.4878,plankton_toxin
122.7728,30.7094,2020-11-07,东海,122.7728_30.7094,plankton_toxin
121.5,36.5517,2020-11-07,黄海,121.5_36.5517,plankton_toxin
109.0015,21.4463,2020-11-07,南海,109.0015_21.4463,plankton_toxin
123.3,36.9833,2020-11-08,黄海,123.3_36.9833,plankton_toxin
123.0667,37.4833,2020-11-08,黄海,123.0667_37.4833,plankton_toxin
122.9933,36.9967,2020-11-08,黄海,122.9933_36.9967,plankton_toxin
122.0,37.7,2020-11-09,黄海,122.0_37.7,plankton_toxin
122.9833,38.4833,2020-11-09,黄海,122.9833_38.4833,plankton_toxin
122.4617,37.9883,2020-11-09,黄海,122.4617_37.9883,plankton_toxin
121.05,38.55,2020-11-10,边界过渡区,121.05_38.55,plankton_toxin
122.5,38.9967,2020-11-10,黄海,122.5_38.9967,plankton_toxin
122.0,38.5,2020-11-10,黄海,122.0_38.5,plankton_toxin
122.0,39.015,2020-11-11,黄海,122.0_39.015,plankton_toxin
120.4833,39.0,2020-11-11,渤海,120.4833_39.0,plankton_toxin
120.9667,39.0,2020-11-11,渤海,120.9667_39.0,plankton_toxin
121.0,39.4983,2020-11-11,渤海,121.0_39.4983,plankton_toxin
121.5,39.25,2020-11-11,渤海,121.5_39.25,plankton_toxin
119.005,39.01,2020-11-12,渤海,119.005_39.01,plankton_toxin
118.995,38.5017,2020-11-12,渤海,118.995_38.5017,plankton_toxin
120.0033,38.4933,2020-11-12,渤海,120.0033_38.4933,plankton_toxin
119.4983,38.0017,2020-11-13,渤海,119.4983_38.0017,plankton_toxin
119.9983,38.0,2020-11-13,渤海,119.9983_38.0,plankton_toxin
119.5633,37.695,2020-11-13,渤海,119.5633_37.695,plankton_toxin
119.275,38.2583,2020-11-13,渤海,119.275_38.2583,plankton_toxin
121.495,37.9983,2020-11-14,边界过渡区,121.495_37.9983,plankton_toxin
120.6933,38.2483,2020-11-14,边界过渡区,120.6933_38.2483,plankton_toxin
122.57,36.555,2020-11-15,黄海,122.57_36.555,plankton_toxin
